60,57,63,54,59,55,58,62,56,61,50,53,64,65,52,66,51
7,6,6,6,6,8,6,6,6,6,6,8,8,7,6,6,6
6,6,6,6,6,6,6,6,6,8,8,6,8,6,7,6,6
8,6,6,6,6,6,6,6,6,6,6,6,6,8,8,7,6
6,6,6,6,6,6,6,8,6,6,8,8,7,6,6,6,6
6,6,6,6,6,6,6,6,6,6,8,6,6,6,8,6,8
6,6,6,6,6,8,6,6,6,6,8,6,8,6,8,8,6
6,6,6,6,6,6,6,6,8,6,8,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6
6,8,6,6,8,6,6,6,6,6,8,6,6,6,6,10,6
6,6,6,6,6,6,6,6,8,6,6,8,6,6,6,6,6
6,6,6,7,6,6,7,6,6,6,6,6,6,6,8,6,6
6,8,8,6,6,6,8,6,6,6,8,6,6,8,6,7,8
6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,8
6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,8,8,6,6,6,7,7,6,6
8,6,10,8,6,6,6,10,6,6,6,7,6,6,6,6,6
6,8,7,6,6,6,6,10,6,6,6,6,6,6,6,8,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6
6,6,8,6,7,6,6,7,6,6,9,6,6,6,6,6,8
6,6,6,8,6,6,6,8,6,8,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8
6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,6,6
8,6,6,6,6,6,6,6,6,6,8,8,6,6,6,6,6
6,6,6,8,6,8,6,6,6,6,6,6,6,6,6,6,8
6,8,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,9,6,6,6,8,6,6,6,6,6,6,6,6,6,6
6,6,10,8,6,6,6,6,6,12,6,6,6,6,6,6,6
6,6,6,6,8,8,6,6,8,8,6,6,6,6,6,6,6
8,6,8,6,6,9,6,6,6,6,6,6,6,6,6,8,6
8,8,6,8,6,6,6,6,6,8,10,6,6,6,6,6,6
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6
6,6,8,6,6,6,6,6,6,6,6,6,6,9,6,10,6
7,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6
6,6,6,6,10,8,6,6,7,6,9,6,6,6,6,6,6
8,6,6,6,6,6,6,6,6,6,6,8,6,6,6,8,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8
9,6,6,6,8,9,6,8,6,6,6,6,8,6,6,6,6
6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6
6,21,6,6,6,6,6,6,6,6,9,6,10,6,6,6,6
6,6,6,6,6,8,6,8,6,6,6,8,6,8,6,6,8
6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,8,6
6,6,7,8,8,6,6,6,6,6,6,6,6,6,6,6,6
6,8,6,6,8,6,6,6,6,6,6,6,6,6,6,12,6
7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
8,6,6,6,6,10,8,6,6,6,8,6,6,8,6,6,6
6,6,8,6,6,6,6,6,6,6,6,6,6,6,10,6,6
6,9,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,8,10,6,9,6,8,6,6,6
6,8,6,6,6,10,6,6,6,8,6,8,6,6,6,6,6
6,6,6,6,6,8,6,6,6,6,6,6,8,8,6,6,6
6,6,6,6,6,6,7,6,6,6,6,6,8,6,6,6,8
6,6,6,10,7,6,6,8,6,6,6,6,6,6,6,7,6
6,6,6,6,6,10,6,6,6,8,6,6,6,6,6,6,6
8,6,8,8,8,6,6,6,6,6,6,6,6,8,6,6,6
10,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6
6,6,6,8,6,6,6,6,6,6,6,10,6,8,6,6,6
6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6
6,8,6,6,6,8,6,6,6,6,6,6,9,6,6,6,8
8,7,6,6,6,7,6,6,6,6,9,8,6,6,6,6,6
6,6,6,6,6,8,6,6,6,6,6,6,6,6,7,6,6
6,6,6,8,6,6,7,7,6,6,6,6,8,6,6,6,6
6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6
6,6,7,6,6,6,6,6,6,6,6,8,6,6,6,6,6
6,6,6,6,8,6,6,6,6,6,6,6,8,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,7
6,6,6,6,6,8,6,6,8,6,6,6,6,6,6,8,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,6,8
12,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,7
6,6,6,6,6,6,11,6,6,6,6,6,6,6,6,8,6
6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6
6,8,6,6,6,6,6,6,6,9,6,7,6,6,6,6,6
6,6,6,6,8,9,6,6,6,6,6,6,6,6,7,6,6
6,6,6,6,6,6,6,6,6,10,6,8,6,6,6,6,6
6,6,6,6,6,6,6,8,6,6,6,8,6,6,6,6,6
6,6,6,8,6,6,6,6,10,7,6,6,6,6,6,7,6
6,6,6,6,6,6,10,6,6,6,9,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6
6,7,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6
6,6,6,6,6,6,6,6,7,6,6,6,6,6,8,6,6
10,6,6,6,6,6,6,6,6,6,6,8,6,6,6,9,6
6,6,6,8,6,6,6,8,6,6,6,6,6,6,6,6,6
6,6,6,6,6,10,6,8,6,6,8,8,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6
6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6
9,6,6,6,6,6,6,6,6,6,6,6,6,10,6,8,6
6,8,6,6,6,6,6,8,7,6,8,8,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6
6,10,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6
6,8,6,6,6,6,14,6,7,6,6,6,8,6,6,6,6
6,6,7,6,6,6,6,6,6,6,8,6,6,6,6,6,9
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,8,6,6,6,6,8,8,6,8,6
6,6,6,6,6,9,6,6,6,6,10,9,6,6,6,6,6
6,8,6,6,6,6,8,6,6,6,6,6,6,6,6,6,9
6,6,6,6,6,6,7,6,6,6,6,6,6,8,9,6,10
6,6,6,6,6,8,6,6,8,8,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,8,10,6,6,6,6
